cve_id,date_of_report,cve_type,root_cause,security_tactic,total_impacted_files,code_churn,issue_tracking_url,patch_url
CVE-2008-0415,2006-12-12 16:30:00 UTC,TACTICAL,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Validate Inputs,45,1549,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=386695,393761,393762,399298,407289,372075,363597","https://bugzilla.mozilla.org/attachment.cgi?id=310230,https://bugzilla.mozilla.org/attachment.cgi?id=310222,https://bugzilla.mozilla.org/attachment.cgi?id=294964,https://bugzilla.mozilla.org/attachment.cgi?id=283810,https://bugzilla.mozilla.org/attachment.cgi?id=294508,https://bugzilla.mozilla.org/attachment.cgi?id=286119,https://bugzilla.mozilla.org/attachment.cgi?id=272687,https://bugzilla.mozilla.org/attachment.cgi?id=291233,https://bugzilla.mozilla.org/attachment.cgi?id=293171,https://bugzilla.mozilla.org/attachment.cgi?id=282982,https://bugzilla.mozilla.org/attachment.cgi?id=271164,https://bugzilla.mozilla.org/attachment.cgi?id=272584,https://bugzilla.mozilla.org/attachment.cgi?id=278324"
CVE-2008-0416,2007-05-21 10:58:00 UTC,TACTICAL,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Validate Inputs,13,200,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=404252,381412,407161","https://bugzilla.mozilla.org/attachment.cgi?id=291406,https://bugzilla.mozilla.org/attachment.cgi?id=294095,https://bugzilla.mozilla.org/attachment.cgi?id=278301,https://bugzilla.mozilla.org/attachment.cgi?id=291904,https://bugzilla.mozilla.org/attachment.cgi?id=294506"
CVE-2008-0420,2007-12-12 17:21:00 UTC,NON-TACTICAL,,,1,6,https://bugzilla.mozilla.org/show_bug.cgi?id=408076,https://bugzilla.mozilla.org/attachment.cgi?id=292931
CVE-2008-0591,2007-04-04 12:09:00 UTC,NON-TACTICAL,,,2,6,https://bugzilla.mozilla.org/show_bug.cgi?id=376473,https://bugzilla.mozilla.org/attachment.cgi?id=299684
CVE-2008-1233,2007-06-17 04:59:00 UTC,TACTICAL,CWE-94 Improper Control of Generation of Code ('Code Injection'),Validate Inputs,14,253,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=384750,387390,411092,411093","https://bugzilla.mozilla.org/attachment.cgi?id=296849,https://bugzilla.mozilla.org/attachment.cgi?id=307125,https://bugzilla.mozilla.org/attachment.cgi?id=294552,https://bugzilla.mozilla.org/attachment.cgi?id=311594,https://bugzilla.mozilla.org/attachment.cgi?id=300182,https://bugzilla.mozilla.org/attachment.cgi?id=270663"
CVE-2008-1234,2007-11-09 07:51:00 UTC,TACTICAL,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Validate Inputs,23,1157,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=403167,403168","https://bugzilla.mozilla.org/attachment.cgi?id=311272,https://bugzilla.mozilla.org/attachment.cgi?id=289147,https://bugzilla.mozilla.org/attachment.cgi?id=288217,https://bugzilla.mozilla.org/attachment.cgi?id=292440,https://bugzilla.mozilla.org/attachment.cgi?id=299223,https://bugzilla.mozilla.org/attachment.cgi?id=290733,https://bugzilla.mozilla.org/attachment.cgi?id=288680"
CVE-2008-1235,2006-12-15 00:12:00 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,5,98,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=363891,415030,390813","https://bugzilla.mozilla.org/attachment.cgi?id=266004,https://bugzilla.mozilla.org/attachment.cgi?id=303104,https://bugzilla.mozilla.org/attachment.cgi?id=306506,https://bugzilla.mozilla.org/attachment.cgi?id=304096,https://bugzilla.mozilla.org/attachment.cgi?id=300665,https://bugzilla.mozilla.org/attachment.cgi?id=266637"
CVE-2008-1236,2006-02-23 05:07:00 UTC,NON-TACTICAL,,,19,617,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=345529,328258,405783,399286,415827,384871","https://bugzilla.mozilla.org/attachment.cgi?id=306512,https://bugzilla.mozilla.org/attachment.cgi?id=273692,https://bugzilla.mozilla.org/attachment.cgi?id=299829,https://bugzilla.mozilla.org/attachment.cgi?id=302990,https://bugzilla.mozilla.org/attachment.cgi?id=301690,https://bugzilla.mozilla.org/attachment.cgi?id=285431,https://bugzilla.mozilla.org/attachment.cgi?id=303075"
CVE-2008-1237,2008-01-06 16:16:00 UTC,NON-TACTICAL,,,8,225,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=414755,412926,420880,417377,416354,411025,416705","https://bugzilla.mozilla.org/attachment.cgi?id=311260,https://bugzilla.mozilla.org/attachment.cgi?id=302122,https://bugzilla.mozilla.org/attachment.cgi?id=303171,https://bugzilla.mozilla.org/attachment.cgi?id=307295,https://bugzilla.mozilla.org/attachment.cgi?id=312223,https://bugzilla.mozilla.org/attachment.cgi?id=300249,https://bugzilla.mozilla.org/attachment.cgi?id=306590,https://bugzilla.mozilla.org/attachment.cgi?id=303122,https://bugzilla.mozilla.org/attachment.cgi?id=303594"
CVE-2008-1380,2008-03-28 01:29:00 UTC,NON-TACTICAL,,,3,13,https://bugzilla.mozilla.org/show_bug.cgi?id=425576,https://bugzilla.mozilla.org/attachment.cgi?id=312333
CVE-2008-2785,2008-06-19 01:27:00 UTC,NON-TACTICAL,,,6,90,https://bugzilla.mozilla.org/show_bug.cgi?id=440230,"https://bugzilla.mozilla.org/attachment.cgi?id=325690,https://bugzilla.mozilla.org/attachment.cgi?id=327032"
CVE-2008-2798,2007-04-19 14:03:00 UTC,NON-TACTICAL,,,6,148,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=378027,391178,430814","https://bugzilla.mozilla.org/attachment.cgi?id=317773,https://bugzilla.mozilla.org/attachment.cgi?id=289406,https://bugzilla.mozilla.org/attachment.cgi?id=319487"
CVE-2008-2799,2006-10-12 06:49:00 UTC,NON-TACTICAL,,,3,199,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=418128,431409,380833,356378","https://bugzilla.mozilla.org/attachment.cgi?id=325262,https://bugzilla.mozilla.org/attachment.cgi?id=324029,https://bugzilla.mozilla.org/attachment.cgi?id=324847,https://bugzilla.mozilla.org/attachment.cgi?id=324843,https://bugzilla.mozilla.org/attachment.cgi?id=311242,https://bugzilla.mozilla.org/attachment.cgi?id=325250,https://bugzilla.mozilla.org/attachment.cgi?id=265031"
CVE-2008-2802,2008-02-27 15:37:00 UTC,TACTICAL,CWE-269 Improper Privilege Management,Authorize Actors,1,12,https://bugzilla.mozilla.org/show_bug.cgi?id=419846,"https://bugzilla.mozilla.org/attachment.cgi?id=308770,https://bugzilla.mozilla.org/attachment.cgi?id=323625"
CVE-2008-2803,2008-02-19 07:27:00 UTC,TACTICAL,CWE-282 Improper Ownership Management,Authorize Actors,3,222,https://bugzilla.mozilla.org/show_bug.cgi?id=418356,"https://bugzilla.mozilla.org/attachment.cgi?id=310920,https://bugzilla.mozilla.org/attachment.cgi?id=323747,https://bugzilla.mozilla.org/attachment.cgi?id=310145"
CVE-2008-2808,2008-01-09 02:49:00 UTC,TACTICAL,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Validate Inputs,1,36,https://bugzilla.mozilla.org/show_bug.cgi?id=411433,"https://bugzilla.mozilla.org/attachment.cgi?id=306224,https://bugzilla.mozilla.org/attachment.cgi?id=323969"
CVE-2008-2811,2008-06-17 22:26:00 UTC,NON-TACTICAL,,,1,3,https://bugzilla.mozilla.org/show_bug.cgi?id=439735,https://bugzilla.mozilla.org/attachment.cgi?id=325743
CVE-2008-3835,2008-06-13 08:50:00 UTC,TACTICAL,CWE-668 Exposure of Resource to Wrong Sphere,Authorize Actors,3,66,https://bugzilla.mozilla.org/show_bug.cgi?id=439034,"https://bugzilla.mozilla.org/attachment.cgi?id=334013,https://bugzilla.mozilla.org/attachment.cgi?id=334011"
CVE-2008-4060,2008-07-30 17:08:00 UTC,TACTICAL,CWE-269 Improper Privilege Management,Authorize Actors,16,194,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=451037,448548","https://bugzilla.mozilla.org/attachment.cgi?id=335026,https://bugzilla.mozilla.org/attachment.cgi?id=335027,https://bugzilla.mozilla.org/attachment.cgi?id=336281,https://bugzilla.mozilla.org/attachment.cgi?id=335032,https://bugzilla.mozilla.org/attachment.cgi?id=334347,https://bugzilla.mozilla.org/attachment.cgi?id=335028,https://bugzilla.mozilla.org/attachment.cgi?id=332131,https://bugzilla.mozilla.org/attachment.cgi?id=331793"
CVE-2008-4061,2008-07-02 03:05:00 UTC,NON-TACTICAL,,,14,53,https://bugzilla.mozilla.org/show_bug.cgi?id=443089,"https://bugzilla.mozilla.org/attachment.cgi?id=328086,https://bugzilla.mozilla.org/attachment.cgi?id=329264,https://bugzilla.mozilla.org/attachment.cgi?id=336244,https://bugzilla.mozilla.org/attachment.cgi?id=332206"
CVE-2008-4062,2007-01-22 14:31:00 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,5,654,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=445229,444608,367736","https://bugzilla.mozilla.org/attachment.cgi?id=329803,https://bugzilla.mozilla.org/attachment.cgi?id=328963,https://bugzilla.mozilla.org/attachment.cgi?id=326882,https://bugzilla.mozilla.org/attachment.cgi?id=336240,https://bugzilla.mozilla.org/attachment.cgi?id=333936,https://bugzilla.mozilla.org/attachment.cgi?id=333955"
CVE-2008-4065,2008-04-25 00:42:00 UTC,TACTICAL,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Validate Inputs,3,831,https://bugzilla.mozilla.org/show_bug.cgi?id=430740,"https://bugzilla.mozilla.org/attachment.cgi?id=329911,https://bugzilla.mozilla.org/attachment.cgi?id=330105,https://bugzilla.mozilla.org/attachment.cgi?id=330103,https://bugzilla.mozilla.org/attachment.cgi?id=330318"
CVE-2008-4067,2007-05-17 07:49:00 UTC,TACTICAL,CWE-641 Improper Restriction of Names for Files and Other Resources,Validate Inputs,3,70,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=394075,380994","https://bugzilla.mozilla.org/attachment.cgi?id=335671,https://bugzilla.mozilla.org/attachment.cgi?id=335741,https://bugzilla.mozilla.org/attachment.cgi?id=336251"
CVE-2008-4070,2008-03-26 08:15:00 UTC,NON-TACTICAL,,,1,48,https://bugzilla.mozilla.org/show_bug.cgi?id=425152,"https://bugzilla.mozilla.org/attachment.cgi?id=315684,https://bugzilla.mozilla.org/attachment.cgi?id=334030"
CVE-2008-5012,2006-10-02 13:28:00 UTC,TACTICAL,CWE-346 Origin Validation Error,Identify Actors,12,418,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=451619,355126","https://bugzilla.mozilla.org/attachment.cgi?id=349508,https://bugzilla.mozilla.org/attachment.cgi?id=349509,https://bugzilla.mozilla.org/attachment.cgi?id=345208,https://bugzilla.mozilla.org/attachment.cgi?id=350120,https://bugzilla.mozilla.org/attachment.cgi?id=352081"
CVE-2008-5014,2008-06-01 03:42:00 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,1,7,https://bugzilla.mozilla.org/show_bug.cgi?id=436741,https://bugzilla.mozilla.org/attachment.cgi?id=326444
CVE-2008-5016,2008-04-23 02:27:00 UTC,NON-TACTICAL,,,26,327,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=439206,453406,458637,444864,452157,449111,444260,457375,433429,443528,430394","https://bugzilla.mozilla.org/attachment.cgi?id=342382,https://bugzilla.mozilla.org/attachment.cgi?id=334304,https://bugzilla.mozilla.org/attachment.cgi?id=336685,https://bugzilla.mozilla.org/attachment.cgi?id=338736,https://bugzilla.mozilla.org/attachment.cgi?id=336687,https://bugzilla.mozilla.org/attachment.cgi?id=339118,https://bugzilla.mozilla.org/attachment.cgi?id=336544,https://bugzilla.mozilla.org/attachment.cgi?id=342927,https://bugzilla.mozilla.org/attachment.cgi?id=342011,https://bugzilla.mozilla.org/attachment.cgi?id=337466,https://bugzilla.mozilla.org/attachment.cgi?id=341409,https://bugzilla.mozilla.org/attachment.cgi?id=342747,https://bugzilla.mozilla.org/attachment.cgi?id=342020,https://bugzilla.mozilla.org/attachment.cgi?id=342746"
CVE-2008-5017,2008-09-19 02:01:00 UTC,NON-TACTICAL,,,2,252,https://bugzilla.mozilla.org/show_bug.cgi?id=455987,"https://bugzilla.mozilla.org/attachment.cgi?id=344701,https://bugzilla.mozilla.org/attachment.cgi?id=344700"
CVE-2008-5018,2008-08-29 14:34:00 UTC,NON-TACTICAL,,,2,80,https://bugzilla.mozilla.org/show_bug.cgi?id=452786,"https://bugzilla.mozilla.org/attachment.cgi?id=344937,https://bugzilla.mozilla.org/attachment.cgi?id=336054"
CVE-2008-5021,2008-09-24 23:29:00 UTC,NON-TACTICAL,,,1,4,https://bugzilla.mozilla.org/show_bug.cgi?id=456896,"https://bugzilla.mozilla.org/attachment.cgi?id=340346,https://bugzilla.mozilla.org/attachment.cgi?id=340376"
CVE-2008-5022,2008-10-15 09:18:00 UTC,TACTICAL,CWE-287 Improper Authentication,Authenticate Actors,2,13,https://bugzilla.mozilla.org/show_bug.cgi?id=460002,"https://bugzilla.mozilla.org/attachment.cgi?id=343214,https://bugzilla.mozilla.org/attachment.cgi?id=347315,https://bugzilla.mozilla.org/attachment.cgi?id=343213"
CVE-2008-5024,2008-09-06 00:55:00 UTC,TACTICAL,CWE-94 Improper Control of Generation of Code ('Code Injection'),Validate Inputs,3,35,https://bugzilla.mozilla.org/show_bug.cgi?id=453915,"https://bugzilla.mozilla.org/attachment.cgi?id=347305,https://bugzilla.mozilla.org/attachment.cgi?id=341528,https://bugzilla.mozilla.org/attachment.cgi?id=342292,https://bugzilla.mozilla.org/attachment.cgi?id=342280,https://bugzilla.mozilla.org/attachment.cgi?id=342283"
CVE-2008-5052,2008-09-07 23:15:00 UTC,NON-TACTICAL,,,7,125,https://bugzilla.mozilla.org/show_bug.cgi?id=454113,"https://bugzilla.mozilla.org/attachment.cgi?id=347308,https://bugzilla.mozilla.org/attachment.cgi?id=342113"
CVE-2008-5500,2008-10-20 18:30:00 UTC,NON-TACTICAL,,,3,19,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=464998,460803","https://bugzilla.mozilla.org/attachment.cgi?id=343977,https://bugzilla.mozilla.org/attachment.cgi?id=344163,https://bugzilla.mozilla.org/attachment.cgi?id=348268"
CVE-2008-5501,2007-09-10 05:04:00 UTC,NON-TACTICAL,,,26,502,https://bugzilla.mozilla.org/show_bug.cgi?id=395623,https://bugzilla.mozilla.org/attachment.cgi?id=283305
CVE-2008-5502,2008-10-06 06:51:00 UTC,NON-TACTICAL,,,2,12,https://bugzilla.mozilla.org/show_bug.cgi?id=458679,"https://bugzilla.mozilla.org/attachment.cgi?id=343776,https://bugzilla.mozilla.org/attachment.cgi?id=341908"
CVE-2008-5503,2007-05-07 16:30:00 UTC,TACTICAL,CWE-668 Exposure of Resource to Wrong Sphere,Authorize Actors,36,671,https://bugzilla.mozilla.org/show_bug.cgi?id=379959,"https://bugzilla.mozilla.org/attachment.cgi?id=267663,https://bugzilla.mozilla.org/attachment.cgi?id=318209,https://bugzilla.mozilla.org/attachment.cgi?id=267666,https://bugzilla.mozilla.org/attachment.cgi?id=317379,https://bugzilla.mozilla.org/attachment.cgi?id=348890"
CVE-2008-5506,2008-10-02 18:21:00 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,9,90,https://bugzilla.mozilla.org/show_bug.cgi?id=458248,"https://bugzilla.mozilla.org/attachment.cgi?id=351892,https://bugzilla.mozilla.org/attachment.cgi?id=350230,https://bugzilla.mozilla.org/attachment.cgi?id=348717"
CVE-2008-5507,2008-10-27 03:28:00 UTC,TACTICAL,CWE-346 Origin Validation Error,Identify Actors,8,206,https://bugzilla.mozilla.org/show_bug.cgi?id=461735,"https://bugzilla.mozilla.org/attachment.cgi?id=347353,https://bugzilla.mozilla.org/attachment.cgi?id=347349,https://bugzilla.mozilla.org/attachment.cgi?id=345199,https://bugzilla.mozilla.org/attachment.cgi?id=351895"
CVE-2008-5508,2008-03-25 19:19:00 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,17,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=460803,425046","https://bugzilla.mozilla.org/attachment.cgi?id=343977,https://bugzilla.mozilla.org/attachment.cgi?id=344163"
CVE-2008-5510,2003-12-18 11:30:00 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,8,605,https://bugzilla.mozilla.org/show_bug.cgi?id=228856,"https://bugzilla.mozilla.org/attachment.cgi?id=345026,https://bugzilla.mozilla.org/attachment.cgi?id=344334,https://bugzilla.mozilla.org/attachment.cgi?id=345028"
CVE-2008-5511,2008-08-22 06:55:00 UTC,TACTICAL,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Validate Inputs,12,138,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=451680,464174","https://bugzilla.mozilla.org/attachment.cgi?id=348911,https://bugzilla.mozilla.org/attachment.cgi?id=348669,https://bugzilla.mozilla.org/attachment.cgi?id=344712,https://bugzilla.mozilla.org/attachment.cgi?id=349022,https://bugzilla.mozilla.org/attachment.cgi?id=353179"
CVE-2008-5512,2007-02-15 02:43:00 UTC,NON-TACTICAL,,,8,263,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=370461,453310","https://bugzilla.mozilla.org/attachment.cgi?id=348118,https://bugzilla.mozilla.org/attachment.cgi?id=344195,https://bugzilla.mozilla.org/attachment.cgi?id=345418,https://bugzilla.mozilla.org/attachment.cgi?id=348685,https://bugzilla.mozilla.org/attachment.cgi?id=348122"
CVE-2008-6961,2008-10-07 13:39:00 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,2,12,https://bugzilla.mozilla.org/show_bug.cgi?id=458883,"https://bugzilla.mozilla.org/attachment.cgi?id=342539,https://bugzilla.mozilla.org/attachment.cgi?id=342542,https://bugzilla.mozilla.org/attachment.cgi?id=342540"
CVE-2009-0352,2006-03-20 12:48:00 UTC,NON-TACTICAL,,,61,1395,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=449006,331088,401042,416461,422283,422301,431705,437142,421839,420697,461027,464009","https://bugzilla.mozilla.org/attachment.cgi?id=347384,https://bugzilla.mozilla.org/attachment.cgi?id=333482,https://bugzilla.mozilla.org/attachment.cgi?id=353617,https://bugzilla.mozilla.org/attachment.cgi?id=347427,https://bugzilla.mozilla.org/attachment.cgi?id=353613,https://bugzilla.mozilla.org/attachment.cgi?id=319135,https://bugzilla.mozilla.org/attachment.cgi?id=355345,https://bugzilla.mozilla.org/attachment.cgi?id=347398,https://bugzilla.mozilla.org/attachment.cgi?id=350047,https://bugzilla.mozilla.org/attachment.cgi?id=353403,https://bugzilla.mozilla.org/attachment.cgi?id=329953,https://bugzilla.mozilla.org/attachment.cgi?id=354527,https://bugzilla.mozilla.org/attachment.cgi?id=346918,https://bugzilla.mozilla.org/attachment.cgi?id=352161,https://bugzilla.mozilla.org/attachment.cgi?id=331206,https://bugzilla.mozilla.org/attachment.cgi?id=358823,https://bugzilla.mozilla.org/attachment.cgi?id=351805,https://bugzilla.mozilla.org/attachment.cgi?id=353458,https://bugzilla.mozilla.org/attachment.cgi?id=347618,https://bugzilla.mozilla.org/attachment.cgi?id=347619,https://bugzilla.mozilla.org/attachment.cgi?id=347804,https://bugzilla.mozilla.org/attachment.cgi?id=351849,https://bugzilla.mozilla.org/attachment.cgi?id=355947,https://bugzilla.mozilla.org/attachment.cgi?id=353401"
CVE-2009-0353,2008-08-30 08:07:00 UTC,NON-TACTICAL,,,10,56,https://bugzilla.mozilla.org/show_bug.cgi?id=452913,"https://bugzilla.mozilla.org/attachment.cgi?id=347834,https://bugzilla.mozilla.org/attachment.cgi?id=348768"
CVE-2009-0652,2006-09-28 00:22:00 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,3,289,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=354592,479336","https://bugzilla.mozilla.org/attachment.cgi?id=363436,https://bugzilla.mozilla.org/attachment.cgi?id=371866,https://bugzilla.mozilla.org/attachment.cgi?id=241123"
CVE-2009-0771,2008-03-21 03:25:00 UTC,NON-TACTICAL,,,23,620,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=424276,435209,436965,460706,466057,468578,471594,472502","https://bugzilla.mozilla.org/attachment.cgi?id=360071,https://bugzilla.mozilla.org/attachment.cgi?id=355101,https://bugzilla.mozilla.org/attachment.cgi?id=355969,https://bugzilla.mozilla.org/attachment.cgi?id=353118,https://bugzilla.mozilla.org/attachment.cgi?id=345945,https://bugzilla.mozilla.org/attachment.cgi?id=358686,https://bugzilla.mozilla.org/attachment.cgi?id=360068,https://bugzilla.mozilla.org/attachment.cgi?id=360094,https://bugzilla.mozilla.org/attachment.cgi?id=322727,https://bugzilla.mozilla.org/attachment.cgi?id=357266,https://bugzilla.mozilla.org/attachment.cgi?id=352393,https://bugzilla.mozilla.org/attachment.cgi?id=344954"
CVE-2009-0772,2009-01-24 06:23:00 UTC,NON-TACTICAL,,,8,54,https://bugzilla.mozilla.org/show_bug.cgi?id=475136,"https://bugzilla.mozilla.org/attachment.cgi?id=358562,https://bugzilla.mozilla.org/attachment.cgi?id=363095"
CVE-2009-0773,2008-09-28 09:57:00 UTC,NON-TACTICAL,,,6,24,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=472787,467499,457521","https://bugzilla.mozilla.org/attachment.cgi?id=358965,https://bugzilla.mozilla.org/attachment.cgi?id=350153,https://bugzilla.mozilla.org/attachment.cgi?id=358400,https://bugzilla.mozilla.org/attachment.cgi?id=356280,https://bugzilla.mozilla.org/attachment.cgi?id=356294,https://bugzilla.mozilla.org/attachment.cgi?id=358806"
CVE-2009-0774,2009-01-15 05:40:00 UTC,NON-TACTICAL,,,5,28,https://bugzilla.mozilla.org/show_bug.cgi?id=473709,"https://bugzilla.mozilla.org/attachment.cgi?id=357275,https://bugzilla.mozilla.org/attachment.cgi?id=360952,https://bugzilla.mozilla.org/attachment.cgi?id=363094,https://bugzilla.mozilla.org/attachment.cgi?id=357302"
CVE-2009-0775,2009-01-20 18:22:00 UTC,NON-TACTICAL,,,1,6,https://bugzilla.mozilla.org/show_bug.cgi?id=474456,https://bugzilla.mozilla.org/attachment.cgi?id=360562
CVE-2009-0776,2008-01-29 12:09:00 UTC,TACTICAL,CWE-346 Origin Validation Error,Identify Actors,9,321,https://bugzilla.mozilla.org/show_bug.cgi?id=414540,"https://bugzilla.mozilla.org/attachment.cgi?id=363399,https://bugzilla.mozilla.org/attachment.cgi?id=359507"
CVE-2009-0777,2008-08-30 22:03:00 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,20,https://bugzilla.mozilla.org/show_bug.cgi?id=452979,"https://bugzilla.mozilla.org/attachment.cgi?id=355530,https://bugzilla.mozilla.org/attachment.cgi?id=356391,https://bugzilla.mozilla.org/attachment.cgi?id=355529"
CVE-2009-1302,2008-04-09 22:55:00 UTC,NON-TACTICAL,,,35,1218,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=483444,477775,467881,462517,461053,454276,432114,431260,428113","https://bugzilla.mozilla.org/attachment.cgi?id=362649,https://bugzilla.mozilla.org/attachment.cgi?id=357758,https://bugzilla.mozilla.org/attachment.cgi?id=357759,https://bugzilla.mozilla.org/attachment.cgi?id=367695,https://bugzilla.mozilla.org/attachment.cgi?id=369477,https://bugzilla.mozilla.org/attachment.cgi?id=358737,https://bugzilla.mozilla.org/attachment.cgi?id=363493,https://bugzilla.mozilla.org/attachment.cgi?id=371860,https://bugzilla.mozilla.org/attachment.cgi?id=347850,https://bugzilla.mozilla.org/attachment.cgi?id=374810,https://bugzilla.mozilla.org/attachment.cgi?id=360419,https://bugzilla.mozilla.org/attachment.cgi?id=348969,https://bugzilla.mozilla.org/attachment.cgi?id=364213,https://bugzilla.mozilla.org/attachment.cgi?id=358643,https://bugzilla.mozilla.org/attachment.cgi?id=360386"
CVE-2009-1303,2008-09-05 00:16:00 UTC,NON-TACTICAL,,,13,530,https://bugzilla.mozilla.org/show_bug.cgi?id=453736,"https://bugzilla.mozilla.org/attachment.cgi?id=365028,https://bugzilla.mozilla.org/attachment.cgi?id=356884,https://bugzilla.mozilla.org/attachment.cgi?id=368023,https://bugzilla.mozilla.org/attachment.cgi?id=364373,https://bugzilla.mozilla.org/attachment.cgi?id=356941,https://bugzilla.mozilla.org/attachment.cgi?id=368024"
CVE-2009-1304,2008-10-22 14:28:00 UTC,NON-TACTICAL,,,2,4,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=475971,461158","https://bugzilla.mozilla.org/attachment.cgi?id=367870,https://bugzilla.mozilla.org/attachment.cgi?id=350244"
CVE-2009-1305,2009-01-29 23:09:00 UTC,NON-TACTICAL,,,2,156,https://bugzilla.mozilla.org/show_bug.cgi?id=476049,"https://bugzilla.mozilla.org/attachment.cgi?id=370651,https://bugzilla.mozilla.org/attachment.cgi?id=360125,https://bugzilla.mozilla.org/attachment.cgi?id=362016"
CVE-2009-1306,2009-01-21 03:58:00 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,21,416,https://bugzilla.mozilla.org/show_bug.cgi?id=474536,"https://bugzilla.mozilla.org/attachment.cgi?id=367935,https://bugzilla.mozilla.org/attachment.cgi?id=368988,https://bugzilla.mozilla.org/attachment.cgi?id=367099,https://bugzilla.mozilla.org/attachment.cgi?id=363135,https://bugzilla.mozilla.org/attachment.cgi?id=374783"
CVE-2009-1307,2009-03-04 04:52:00 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,7,62,https://bugzilla.mozilla.org/show_bug.cgi?id=481342,"https://bugzilla.mozilla.org/attachment.cgi?id=374884,https://bugzilla.mozilla.org/attachment.cgi?id=366027,https://bugzilla.mozilla.org/attachment.cgi?id=371669"
CVE-2009-1308,2009-03-05 02:58:00 UTC,TACTICAL,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Validate Inputs,5,68,https://bugzilla.mozilla.org/show_bug.cgi?id=481558,https://bugzilla.mozilla.org/attachment.cgi?id=366158
CVE-2009-1309,2009-02-13 17:40:00 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,7,171,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=482206,478433","https://bugzilla.mozilla.org/attachment.cgi?id=371857,https://bugzilla.mozilla.org/attachment.cgi?id=366467,https://bugzilla.mozilla.org/attachment.cgi?id=378031,https://bugzilla.mozilla.org/attachment.cgi?id=362261"
