cve_id,date_of_report,cve_type,root_cause,security_tactic,total_impacted_files,code_churn,issue_tracking_url,patch_url
CVE-2011-1115,2011-01-27 22:26:51 UTC,NON-TACTICAL,,,6,93,http://bugs.chromium.org/p/chromium/issues/detail?id=71115,https://trac.webkit.org/changeset/76915
CVE-2011-1116,2011-01-29 23:57:04 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,5,54,http://bugs.chromium.org/p/chromium/issues/detail?id=71296,https://trac.webkit.org/changeset/77548
CVE-2011-1117,2011-01-31 08:55:53 UTC,NON-TACTICAL,,,5,64,http://bugs.chromium.org/p/chromium/issues/detail?id=71386,http://trac.webkit.org/changeset/77262
CVE-2011-1118,2011-01-31 08:59:00 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,5,50,http://bugs.chromium.org/p/chromium/issues/detail?id=71388,https://trac.webkit.org/changeset/77144
CVE-2011-1120,2011-02-2 22:49:03 UTC,NON-TACTICAL,,,5,192,http://bugs.chromium.org/p/chromium/issues/detail?id=71717,http://src.chromium.org/viewvc/chrome?view=rev&revision=73878
CVE-2011-1121,2011-02-3 22:50:16 UTC,NON-TACTICAL,,,5,62,http://bugs.chromium.org/p/chromium/issues/detail?id=71855,"https://trac.webkit.org/changeset/77565,https://trac.webkit.org/changeset/77573"
CVE-2011-1122,2011-02-4 17:50:51 UTC,NON-TACTICAL,,,1,11,http://bugs.chromium.org/p/chromium/issues/detail?id=71960,http://src.chromium.org/viewvc/chrome?view=rev&revision=74323
CVE-2011-1123,2011-02-7 19:31:11 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,9,53,http://bugs.chromium.org/p/chromium/issues/detail?id=72214,http://src.chromium.org/viewvc/chrome?view=rev&revision=74149
CVE-2011-1124,2011-02-9 15:45:43 UTC,NON-TACTICAL,,,9,33,http://bugs.chromium.org/p/chromium/issues/detail?id=72437,"http://src.chromium.org/viewvc/chrome?view=rev&revision=74435,http://src.chromium.org/viewvc/chrome?view=rev&revision=74434,http://src.chromium.org/viewvc/chrome?view=rev&revision=74428"
CVE-2011-1125,2011-02-17 00:32:48 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,5,74,http://bugs.chromium.org/p/chromium/issues/detail?id=73235,https://trac.webkit.org/changeset/78775
CVE-2011-1186,2010-12-15 08:27:32 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,5,108,http://bugs.chromium.org/p/chromium/issues/detail?id=66962,http://src.chromium.org/viewvc/chrome?view=rev&revision=71244
CVE-2011-1187,2011-01-11 04:17:40 UTC,TACTICAL,CWE-209 Information Exposure Through an Error Message,Limit Access,4,17,https://bugs.chromium.org/p/chromium/issues/detail?id=69187,https://codereview.chromium.org/10425
CVE-2011-1188,2011-01-14 04:29:02 UTC,NON-TACTICAL,,,5,60,http://bugs.chromium.org/p/chromium/issues/detail?id=69628,https://trac.webkit.org/changeset/76859
CVE-2011-1189,2011-01-19 00:14:53 UTC,NON-TACTICAL,,,6,91,http://bugs.chromium.org/p/chromium/issues/detail?id=70027,https://trac.webkit.org/changeset/79689
CVE-2011-1190,2011-01-21 03:58:42 UTC,TACTICAL,CWE-209 Information Exposure Through an Error Message,Limit Access,13,184,http://bugs.chromium.org/p/chromium/issues/detail?id=70336,https://trac.webkit.org/changeset/77563
CVE-2011-1192,2011-01-25 17:11:43 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,6,61,http://bugs.chromium.org/p/chromium/issues/detail?id=70779,https://trac.webkit.org/changeset/76732
CVE-2011-1194,2011-01-26 08:27:02 UTC,NON-TACTICAL,CWE-284 Improper Access Control,Authorize Actors,5,57,"https://bugs.chromium.org/p/chromium/issues/detail?id=70885
https://bugs.webkit.org/show_bug.cgi?id=53244",http://trac.webkit.org/changeset/77049
CVE-2011-1195,2011-02-3 10:32:12 UTC,NON-TACTICAL,,,18,200,http://bugs.chromium.org/p/chromium/issues/detail?id=71763,https://trac.webkit.org/changeset/78147
CVE-2011-1196,2011-02-3 14:56:38 UTC,NON-TACTICAL,,,7,12,http://bugs.chromium.org/p/chromium/issues/detail?id=71788,"http://src.chromium.org/viewvc/chrome?view=rev&revision=76146,http://src.chromium.org/viewvc/chrome?view=rev&revision=76153,http://src.chromium.org/viewvc/chrome?view=rev&revision=76139"
CVE-2011-1197,2011-02-5 03:29:58 UTC,NON-TACTICAL,,,9,137,http://bugs.chromium.org/p/chromium/issues/detail?id=72028,https://trac.webkit.org/changeset/79734
CVE-2011-1198,2011-02-15 16:26:20 UTC,NON-TACTICAL,,,6,10,http://bugs.chromium.org/p/chromium/issues/detail?id=73026,"http://src.chromium.org/viewvc/chrome?view=rev&revision=76145,http://src.chromium.org/viewvc/chrome?view=rev&revision=76138"
CVE-2011-1200,2011-02-16 07:20:43 UTC,NON-TACTICAL,,,5,67,http://bugs.chromium.org/p/chromium/issues/detail?id=73134,https://trac.webkit.org/changeset/78744
CVE-2011-1202,2011-02-22 07:56:42 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,2,26,https://bugs.chromium.org/p/chromium/issues/detail?id=73716,https://src.chromium.org/viewvc/chrome?revision=75684&view=revision
CVE-2011-1291,2011-02-10 03:07:13 UTC,NON-TACTICAL,,,2,21,http://bugs.chromium.org/p/chromium/issues/detail?id=72517,http://src.chromium.org/viewvc/chrome?view=rev&revision=77502
CVE-2011-1292,2011-02-16 21:43:44 UTC,NON-TACTICAL,,,9,90,http://bugs.chromium.org/p/chromium/issues/detail?id=73216,"https://trac.webkit.org/changeset/79808,https://trac.webkit.org/changeset/79897"
CVE-2011-1301,2011-03-10 16:28:04 UTC,NON-TACTICAL,,,12,282,http://bugs.chromium.org/p/chromium/issues/detail?id=75629,"http://src.chromium.org/viewvc/chrome?view=rev&revision=80739,http://src.chromium.org/viewvc/chrome?view=rev&revision=79130"
CVE-2011-1303,2010-11-1 22:19:05 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,13,235,http://bugs.chromium.org/p/chromium/issues/detail?id=61502,https://trac.webkit.org/changeset/80682
CVE-2011-1304,2011-01-23 15:38:00 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,2,7,http://bugs.chromium.org/p/chromium/issues/detail?id=70538,http://src.chromium.org/viewvc/chrome?view=rev&revision=73417
CVE-2011-1305,2011-01-24 09:11:40 UTC,NON-TACTICAL,,,2,92,http://bugs.chromium.org/p/chromium/issues/detail?id=70589,http://src.chromium.org/viewvc/chrome?view=rev&revision=72673
CVE-2011-1413,2010-07-21 06:23:40 UTC,NON-TACTICAL,,,4,313,https://bugs.chromium.org/p/chromium/issues/detail?id=49747,https://src.chromium.org/viewvc/chrome?revision=69981&view=revision
CVE-2011-1434,2011-02-1 20:46:08 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,30,http://bugs.chromium.org/p/chromium/issues/detail?id=71586,"http://src.chromium.org/viewvc/chrome?view=rev&revision=79851,http://src.chromium.org/viewvc/chrome?view=rev&revision=80097"
CVE-2011-1435,2011-02-10 05:09:37 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,21,304,http://bugs.chromium.org/p/chromium/issues/detail?id=72523,"http://src.chromium.org/viewvc/chrome?view=rev&revision=86114,http://src.chromium.org/viewvc/chrome?view=rev&revision=86119,http://src.chromium.org/viewvc/chrome?view=rev&revision=86117,http://src.chromium.org/viewvc/chrome?view=rev&revision=86116,http://src.chromium.org/viewvc/chrome?view=rev&revision=86120,http://src.chromium.org/viewvc/chrome?view=rev&revision=86121,http://src.chromium.org/viewvc/chrome?view=rev&revision=86112,http://src.chromium.org/viewvc/chrome?view=rev&revision=86101,http://src.chromium.org/viewvc/chrome?view=rev&revision=74959"
CVE-2011-1436,2011-02-14 09:27:54 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,15,82,http://bugs.chromium.org/p/chromium/issues/detail?id=72910,"http://src.chromium.org/viewvc/chrome?view=rev&revision=181430,http://src.chromium.org/viewvc/chrome?view=rev&revision=75673"
CVE-2011-1437,2011-02-19 14:12:52 UTC,NON-TACTICAL,,,10,122,http://bugs.chromium.org/p/chromium/issues/detail?id=73526,https://trac.webkit.org/changeset/79462
CVE-2011-1438,2011-03-2 07:21:13 UTC,TACTICAL,CWE-346 Origin Validation Error,Identify Actors,1,9,http://bugs.chromium.org/p/chromium/issues/detail?id=74653,http://src.chromium.org/viewvc/chrome?view=rev&revision=76432
CVE-2011-1439,2011-03-3 00:54:30 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,0,http://bugs.chromium.org/p/chromium/issues/detail?id=74763,"http://src.chromium.org/viewvc/chrome?view=rev&revision=79003,http://src.chromium.org/viewvc/chrome?view=rev&revision=79796"
CVE-2011-1440,2011-03-7 21:37:57 UTC,NON-TACTICAL,,,11,254,http://bugs.chromium.org/p/chromium/issues/detail?id=75186,https://trac.webkit.org/changeset/83995
CVE-2011-1441,2011-03-8 23:00:49 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,13,163,http://bugs.chromium.org/p/chromium/issues/detail?id=75347,"https://trac.webkit.org/changeset/80773,https://trac.webkit.org/changeset/81088"
CVE-2011-1443,2011-03-13 21:40:23 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,13,109,http://bugs.chromium.org/p/chromium/issues/detail?id=76001,http://src.chromium.org/viewvc/chrome?view=rev&revision=79349
CVE-2011-1444,2011-03-17 17:15:54 UTC,NON-TACTICAL,,,3,875,http://bugs.chromium.org/p/chromium/issues/detail?id=76542,"http://src.chromium.org/viewvc/chrome?view=rev&revision=79869,http://src.chromium.org/viewvc/chrome?view=rev&revision=79921,http://src.chromium.org/viewvc/chrome?view=rev&revision=80694,http://src.chromium.org/viewvc/chrome?view=rev&revision=79618,http://src.chromium.org/viewvc/chrome?view=rev&revision=79867"
CVE-2011-1445,2011-03-18 08:19:47 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,5,65,http://bugs.chromium.org/p/chromium/issues/detail?id=76646,https://trac.webkit.org/changeset/81689
CVE-2011-1446,2011-03-18 12:27:43 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,14,456,"https://bugs.chromium.org/p/chromium/issues/detail?id=76666,https://bugs.chromium.org/p/chromium/issues/detail?id=77507,https://bugs.chromium.org/p/chromium/issues/detail?id=78031","http://src.chromium.org/viewvc/chrome?view=rev&revision=81005,http://src.chromium.org/viewvc/chrome?view=rev&revision=79440,http://src.chromium.org/viewvc/chrome?view=rev&revision=79780,http://src.chromium.org/viewvc/chrome?view=rev&revision=81791,http://src.chromium.org/viewvc/chrome?view=rev&revision=80941,http://src.chromium.org/viewvc/chrome?view=rev&revision=81307"
CVE-2011-1447,2011-03-21 20:58:55 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,10,79,http://bugs.chromium.org/p/chromium/issues/detail?id=76966,https://trac.webkit.org/changeset/81851
CVE-2011-1448,2011-03-23 05:18:34 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,6,61,http://bugs.chromium.org/p/chromium/issues/detail?id=77130,https://trac.webkit.org/changeset/81786
CVE-2011-1449,2011-03-25 01:29:28 UTC,NON-TACTICAL,,,6,95,http://bugs.chromium.org/p/chromium/issues/detail?id=77346,https://trac.webkit.org/changeset/82088
CVE-2011-1450,2011-03-25 01:40:53 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,11,61,http://bugs.chromium.org/p/chromium/issues/detail?id=77349,"http://src.chromium.org/viewvc/chrome?view=rev&revision=79507,http://src.chromium.org/viewvc/chrome?view=rev&revision=79761"
CVE-2011-1452,2011-03-29 18:13:19 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,8,http://bugs.chromium.org/p/chromium/issues/detail?id=77786,"http://src.chromium.org/viewvc/chrome?view=rev&revision=80639,http://src.chromium.org/viewvc/chrome?view=rev&revision=80690"
CVE-2011-1465,2011-03-10 19:00:01 UTC,NON-TACTICAL,,,8,64,https://bugs.chromium.org/p/chromium/issues/detail?id=75657,https://src.chromium.org/viewvc/chrome?view=revision&revision=77893
CVE-2011-1691,2011-03-28 18:21:05 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,5,47,https://bugs.chromium.org/p/chromium/issues/detail?id=77665,http://trac.webkit.org/changeset/82222
CVE-2011-1793,2010-12-23 18:42:51 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,6,59,https://bugs.chromium.org/p/chromium/issues/detail?id=67923,http://trac.webkit.org/changeset/85406
CVE-2011-1794,2011-04-04 15:55:43 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,5,45,https://bugs.chromium.org/p/chromium/issues/detail?id=78327,http://trac.webkit.org/changeset/84422
CVE-2011-1795,2011-04-10 08:01:25 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,7,106,https://bugs.chromium.org/p/chromium/issues/detail?id=78948,http://trac.webkit.org/changeset/83690
CVE-2011-1796,2011-04-11 17:17:00 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,4,52,https://bugs.chromium.org/p/chromium/issues/detail?id=79055,http://trac.webkit.org/changeset/84300
CVE-2011-1798,2011-04-15 18:10:51 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,6,47,https://bugs.chromium.org/p/chromium/issues/detail?id=79595,http://trac.webkit.org/changeset/84085
CVE-2011-1799,2010-11-22 12:08:18 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,34,199,http://bugs.chromium.org/p/chromium/issues/detail?id=64046,https://trac.webkit.org/changeset/85823
CVE-2011-1800,2011-04-26 22:57:35 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,26,113,http://bugs.chromium.org/p/chromium/issues/detail?id=80608,"http://codereview.chromium.org/6949013,http://trac.webkit.org/changeset/85996"
CVE-2011-1801,2011-02-07 14:34:25 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,6,81,https://bugs.chromium.org/p/chromium/issues/detail?id=72189,http://trac.webkit.org/changeset/85977
CVE-2011-1804,2011-05-13 15:35:01 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,6,32,http://bugs.chromium.org/p/chromium/issues/detail?id=82546,"http://trac.webkit.org/changeset/86862,http://codereview.chromium.org/7050016"
CVE-2011-1806,2011-05-17 03:29:58 UTC,NON-TACTICAL,,,3,23,http://bugs.chromium.org/p/chromium/issues/detail?id=82873,"http://src.chromium.org/viewvc/chrome?view=rev&revision=86019,http://src.chromium.org/viewvc/chrome?view=rev&revision=86023,http://src.chromium.org/viewvc/chrome?view=rev&revision=86111"
CVE-2011-1807,2011-05-17 12:32:23 UTC,NON-TACTICAL,,,3,12,http://bugs.chromium.org/p/chromium/issues/detail?id=82903,"http://src.chromium.org/viewvc/chrome?view=rev&revision=85938,http://src.chromium.org/viewvc/chrome?view=rev&revision=85719,http://src.chromium.org/viewvc/chrome?view=rev&revision=85939"
CVE-2011-1809,2011-03-9 20:13:54 UTC,NON-TACTICAL,,,5,59,http://bugs.chromium.org/p/chromium/issues/detail?id=75496,http://src.chromium.org/viewvc/chrome?view=rev&revision=78025
CVE-2011-1810,2011-03-10 18:02:26 UTC,TACTICAL,CWE-274 Improper Handling of Insufficient Privileges,Authorize Actors,5,153,http://bugs.chromium.org/p/chromium/issues/detail?id=75643,https://trac.webkit.org/changeset/83345
CVE-2011-1811,2011-03-14 10:49:52 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,1,17,http://bugs.chromium.org/p/chromium/issues/detail?id=76034,http://src.chromium.org/viewvc/chrome?view=rev&revision=80098
CVE-2011-1812,2011-03-22 06:48:04 UTC,TACTICAL,CWE-274 Improper Handling of Insufficient Privileges,Authorize Actors,11,238,http://bugs.chromium.org/p/chromium/issues/detail?id=77026,https://codereview.chromium.org/6771062
CVE-2011-1813,2011-04-5 22:56:55 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,6,212,http://bugs.chromium.org/p/chromium/issues/detail?id=78516,http://src.chromium.org/viewvc/chrome?view=rev&revision=80988
CVE-2011-1815,2011-04-19 13:31:12 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,6,48,https://bugs.chromium.org/p/chromium/issues/detail?id=79862,https://src.chromium.org/viewvc/chrome?revision=82297&view=revision
CVE-2011-1816,2011-04-23 08:50:52 UTC,NON-TACTICAL,,,13,119,http://bugs.chromium.org/p/chromium/issues/detail?id=80358,"https://trac.webkit.org/changeset/86507,https://codereview.chromium.org/7065043"
CVE-2011-1817,2011-05-7 16:08:24 UTC,NON-TACTICAL,,,4,46,http://bugs.chromium.org/p/chromium/issues/detail?id=81916,"http://src.chromium.org/viewvc/chrome?view=rev&revision=86030,http://src.chromium.org/viewvc/chrome?view=rev&revision=86146,http://src.chromium.org/viewvc/chrome?view=rev&revision=86314"
CVE-2011-1818,2011-05-8 08:12:17 UTC,NON-TACTICAL,,,5,48,http://bugs.chromium.org/p/chromium/issues/detail?id=81949,https://trac.webkit.org/changeset/86725
CVE-2011-1819,2011-05-18 03:30:08 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,4,318,http://bugs.chromium.org/p/chromium/issues/detail?id=83010,"http://src.chromium.org/viewvc/chrome?view=rev&revision=86164,http://src.chromium.org/viewvc/chrome?view=rev&revision=86315"
CVE-2011-2342,2011-05-24 16:16:06 UTC,TACTICAL,CWE-346 Origin Validation Error,Identify Actors,5,72,https://bugs.chromium.org/p/chromium/issues/detail?id=83743,http://trac.webkit.org/changeset/88071
CVE-2011-2345,2011-03-26 02:42:24 UTC,NON-TACTICAL,,,4,46,http://bugs.chromium.org/p/chromium/issues/detail?id=77493,"http://src.chromium.org/viewvc/chrome?view=rev&revision=82172,http://src.chromium.org/viewvc/chrome?view=rev&revision=88951,http://src.chromium.org/viewvc/chrome?view=rev&revision=88953,http://src.chromium.org/viewvc/chrome?view=rev&revision=88758"
CVE-2011-2346,2011-05-29 08:48:17 UTC,NON-TACTICAL,,,2,18,http://bugs.chromium.org/p/chromium/issues/detail?id=84355,https://trac.webkit.org/changeset/87827
CVE-2011-2347,2011-06-5 21:20:51 UTC,NON-TACTICAL,,,5,44,http://bugs.chromium.org/p/chromium/issues/detail?id=85003,https://trac.webkit.org/changeset/88448
CVE-2011-2348,2011-06-7 12:59:37 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,1,175,http://bugs.chromium.org/p/chromium/issues/detail?id=85177,https://codereview.chromium.org/18177
CVE-2011-2349,2011-06-8 19:15:52 UTC,NON-TACTICAL,,,7,85,http://bugs.chromium.org/p/chromium/issues/detail?id=85418,https://trac.webkit.org/changeset/88456
CVE-2011-2350,2011-06-6 20:46:54 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,9,87,http://bugs.chromium.org/p/chromium/issues/detail?id=85102,https://trac.webkit.org/changeset/88411
CVE-2011-2351,2011-06-7 18:18:10 UTC,NON-TACTICAL,,,5,51,http://bugs.chromium.org/p/chromium/issues/detail?id=85211,https://trac.webkit.org/changeset/88549
CVE-2011-2358,2011-03-11 21:38:15 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,41,1293,http://bugs.chromium.org/p/chromium/issues/detail?id=75821,"http://src.chromium.org/viewvc/chrome?view=rev&revision=83080,http://src.chromium.org/viewvc/chrome?view=rev&revision=88606,http://src.chromium.org/viewvc/chrome?view=rev&revision=80536,http://src.chromium.org/viewvc/chrome?view=rev&revision=86780,http://src.chromium.org/viewvc/chrome?view=rev&revision=88204"
CVE-2011-2359,2011-04-8 19:33:04 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,10,98,http://bugs.chromium.org/p/chromium/issues/detail?id=78841,https://trac.webkit.org/changeset/90068
CVE-2011-2361,2011-04-14 04:17:00 UTC,TACTICAL,CWE-287 Improper Authentication,Authenticate Actors,2,10,https://bugs.chromium.org/p/chromium/issues/detail?id=79426,https://src.chromium.org/viewvc/chrome?revision=83731&view=revision
CVE-2011-2761,2011-06-14 23:46:32 UTC,NON-TACTICAL,,,34,342,https://bugs.chromium.org/p/chromium/issues/detail?id=86119,"http://src.chromium.org/viewvc/chrome?view=rev&revision=89409,http://codereview.chromium.org/7189019"
CVE-2011-2782,2011-05-2 22:05:34 UTC,TACTICAL,CWE-285 Improper Authorization,Authorize Actors,12,272,http://bugs.chromium.org/p/chromium/issues/detail?id=81307,"http://src.chromium.org/viewvc/chrome?view=rev&revision=88954,http://src.chromium.org/viewvc/chrome?view=rev&revision=88203"
CVE-2011-2783,2011-05-19 19:58:15 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,6,306,http://bugs.chromium.org/p/chromium/issues/detail?id=83273,"http://src.chromium.org/viewvc/chrome?view=rev&revision=87738,http://src.chromium.org/viewvc/chrome?view=rev&revision=87637,http://src.chromium.org/viewvc/chrome?view=rev&revision=88403,http://src.chromium.org/viewvc/chrome?view=rev&revision=87655"
CVE-2011-2785,2011-05-30 03:30:42 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,6,17,http://bugs.chromium.org/p/chromium/issues/detail?id=84402,"http://src.chromium.org/viewvc/chrome?view=rev&revision=87722,http://src.chromium.org/viewvc/chrome?view=rev&revision=89006"
CVE-2011-2786,2011-06-1 14:17:32 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,8,204,http://bugs.chromium.org/p/chromium/issues/detail?id=84600,"http://src.chromium.org/viewvc/chrome?view=rev&revision=91540,http://src.chromium.org/viewvc/chrome?view=rev&revision=92237"
CVE-2011-2787,2011-06-3 01:41:13 UTC,NON-TACTICAL,,,2,12,http://bugs.chromium.org/p/chromium/issues/detail?id=84805,"http://src.chromium.org/viewvc/chrome?view=rev&revision=87898,http://src.chromium.org/viewvc/chrome?view=rev&revision=88956"
CVE-2011-2788,2011-06-9 14:51:15 UTC,NON-TACTICAL,,,5,47,http://bugs.chromium.org/p/chromium/issues/detail?id=85559,https://trac.webkit.org/changeset/88444
CVE-2011-2789,2011-06-11 16:34:41 UTC,NON-TACTICAL,,,14,186,http://bugs.chromium.org/p/chromium/issues/detail?id=85808,"http://src.chromium.org/viewvc/chrome?view=rev&revision=89746,http://src.chromium.org/viewvc/chrome?view=rev&revision=90056"
CVE-2011-2790,2011-06-17 14:34:31 UTC,NON-TACTICAL,,,6,100,http://bugs.chromium.org/p/chromium/issues/detail?id=86502,https://trac.webkit.org/changeset/89165
CVE-2011-2791,2011-06-21 04:57:23 UTC,NON-TACTICAL,,,5,1,http://bugs.chromium.org/p/chromium/issues/detail?id=86900,"http://src.chromium.org/viewvc/chrome?view=rev&revision=90787,http://src.chromium.org/viewvc/chrome?view=rev&revision=90794"
CVE-2011-2792,2011-06-22 21:00:30 UTC,NON-TACTICAL,,,27,508,http://bugs.chromium.org/p/chromium/issues/detail?id=87148,https://trac.webkit.org/changeset/89836
CVE-2011-2793,2011-06-23 09:48:10 UTC,NON-TACTICAL,,,6,41,http://bugs.chromium.org/p/chromium/issues/detail?id=87227,https://trac.webkit.org/changeset/89595
CVE-2011-2794,2011-06-23 20:37:04 UTC,NON-TACTICAL,,,5,72,http://bugs.chromium.org/p/chromium/issues/detail?id=87298,https://trac.webkit.org/changeset/89831
CVE-2011-2795,2011-06-24 01:31:23 UTC,TACTICAL,CWE-274 Improper Handling of Insufficient Privileges,Authorize Actors,7,90,http://bugs.chromium.org/p/chromium/issues/detail?id=87339,https://trac.webkit.org/changeset/89782
CVE-2011-2797,2011-06-28 08:56:30 UTC,NON-TACTICAL,,,9,101,http://bugs.chromium.org/p/chromium/issues/detail?id=87729,https://trac.webkit.org/changeset/90595
CVE-2011-2798,2011-06-28 20:58:09 UTC,TACTICAL,CWE-274 Improper Handling of Insufficient Privileges,Authorize Actors,2,16,http://bugs.chromium.org/p/chromium/issues/detail?id=87815,http://src.chromium.org/viewvc/chrome?view=rev&revision=91002
CVE-2011-2799,2011-06-29 18:04:17 UTC,NON-TACTICAL,,,8,138,http://bugs.chromium.org/p/chromium/issues/detail?id=87925,https://trac.webkit.org/changeset/90130
CVE-2011-2800,2011-07-3 13:08:23 UTC,TACTICAL,CWE-270 Privilege Context Switching Error,Authorize Actors,9,84,http://bugs.chromium.org/p/chromium/issues/detail?id=88337,https://trac.webkit.org/changeset/91044
CVE-2011-2801,2011-07-10 07:36:39 UTC,NON-TACTICAL,,,6,75,http://bugs.chromium.org/p/chromium/issues/detail?id=88846,https://trac.webkit.org/changeset/90936
CVE-2011-2818,2011-07-11 06:28:30 UTC,NON-TACTICAL,,,6,71,http://bugs.chromium.org/p/chromium/issues/detail?id=88889,https://trac.webkit.org/changeset/91386
CVE-2011-2821,2011-07-15 09:16:11 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,2,8,http://bugs.chromium.org/p/chromium/issues/detail?id=89402,https://codereview.chromium.org/7508039
CVE-2011-2822,2011-02-9 22:28:28 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,13,http://bugs.chromium.org/p/chromium/issues/detail?id=72492,https://codereview.chromium.org/7572046
CVE-2011-2823,2011-05-13 16:26:01 UTC,NON-TACTICAL,,,5,95,http://bugs.chromium.org/p/chromium/issues/detail?id=82552,https://trac.webkit.org/changeset/91781
CVE-2011-2824,2011-07-1 19:15:58 UTC,NON-TACTICAL,,,2,55,http://bugs.chromium.org/p/chromium/issues/detail?id=88216,https://trac.webkit.org/changeset/92630
CVE-2011-2825,2011-07-7 16:25:45 UTC,NON-TACTICAL,,,3,29,http://bugs.chromium.org/p/chromium/issues/detail?id=88670,https://trac.webkit.org/changeset/92744
CVE-2011-2827,2011-07-27 15:19:53 UTC,NON-TACTICAL,,,5,51,http://bugs.chromium.org/p/chromium/issues/detail?id=90668,https://trac.webkit.org/changeset/91908
CVE-2011-2828,2011-08-3 15:13:38 UTC,NON-TACTICAL,,,1,0,http://bugs.chromium.org/p/chromium/issues/detail?id=91517,https://codereview.chromium.org/19633
CVE-2011-2830,2011-03-19 08:04:30 UTC,NON-TACTICAL,,,4,111,http://bugs.chromium.org/p/chromium/issues/detail?id=76771,https://trac.webkit.org/changeset/93397
CVE-2011-2834,2011-08-19 03:30:38 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,2,3,http://bugs.chromium.org/p/chromium/issues/detail?id=93472,https://codereview.chromium.org/7747031
CVE-2011-2835,2010-07-16 22:29:05 UTC,NON-TACTICAL,,,14,691,http://bugs.chromium.org/p/chromium/issues/detail?id=49377,"http://src.chromium.org/viewvc/chrome?view=rev&revision=94822,http://src.chromium.org/viewvc/chrome?view=rev&revision=92977,http://src.chromium.org/viewvc/chrome?view=rev&revision=94819,http://src.chromium.org/viewvc/chrome?view=rev&revision=93338,http://src.chromium.org/viewvc/chrome?view=rev&revision=111569,http://src.chromium.org/viewvc/chrome?view=rev&revision=70876"
CVE-2011-2836,2010-08-07 07:55:01 UTC,TACTICAL,CWE-114 Process Control,Authorize Actors,5,13,https://bugs.chromium.org/p/chromium/issues/detail?id=51464,https://src.chromium.org/viewvc/chrome?revision=87500&view=revision
